osm_route_relation_id,route_stop_sequence,source_member_order,source_member_role,osm_node_id,station_keys_json,native_node_tags_json,route_node_index_zero_based,chain_status
8130328,1,3,stop_entry_only,316306549,"[""CR_HB_LABEL:mumbai csmt""]","{""level"":""0"",""loc_name"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:en"":""Mumbai Chhatrapati Shivaji Terminus (Suburban)"",""loc_name:mr"":""मुंबई छत्रपती शिवाजी टर्मिनस (उपनगरी)"",""name"":""Mumbai CSMT (Suburban)"",""name:en"":""Mumbai CSMT (Suburban)"",""name:mr"":""मुंबई सीएसएमटी (उपनगरी)"",""official_name"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:en"":""Mumbai Chhatrapati Shivaji Maharaj Terminus (Suburban)"",""official_name:mr"":""मुंबई छत्रपती शिवाजी महाराज टर्मिनस (उपनगरी)"",""old_name"":""Victoria Terminus (Suburban)"",""old_name:en"":""Victoria Terminus (Suburban)"",""old_name:mr"":""व्हिक्टोरिया टर्मिनस (उपनगरी)"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""short_name"":""CSMT;CST;VT"",""short_name:en"":""CSMT;CST;VT"",""short_name:hi"":""सीएसएमटी;सीएसटी;व्हीटी"",""short_name:mr"":""सीएसएमटी;सीएसटी;व्हीटी"",""source"":""Esri World imagery (2024-09-14)"",""tactile_paving"":""yes"",""train"":""yes""}",0,present_in_order
8130328,2,5,stop,621906366,"[""CR_HB_LABEL:masjid""]","{""alt_name"":""Masjid Bunder"",""alt_name:en"":""Masjid Bunder"",""alt_name:hi"":""मस्जिद बंदर;मशीद बंदर"",""alt_name:mr"":""मस्जिद बंदर"",""name"":""Masjid"",""name:en"":""Masjid"",""name:hi"":""मस्जिद"",""name:mr"":""मस्जिद"",""official_name:hi"":""मशीद"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",44,present_in_order
8130328,3,7,stop,2178163626,"[""CR_HB_LABEL:sandhurst road""]","{""name"":""Sandhurst Road"",""name:en"":""Sandhurst Road"",""name:hi"":""सैंडहर्स्ट रोड"",""name:ml"":""സാൻഡ്ഹർസ്റ്റ് റോഡ്"",""name:mr"":""सँडहर्स्ट रोड"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",62,present_in_order
8130328,4,9,stop,5389227991,"[""CR_HB_LABEL:dockyard road""]","{""name"":""Dockyard Road"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",74,present_in_order
8130328,5,11,stop,7510862063,"[""CR_HB_LABEL:reay road""]","{""name"":""Reay Road"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",97,present_in_order
8130328,6,13,stop,5389227965,"[""CR_HB_LABEL:cotton green""]","{""name"":""Cotton Green"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",109,present_in_order
8130328,7,15,stop,5389227951,"[""CR_HB_LABEL:sewri""]","{""name"":""Sewri"",""name:hi"":""शिवड़ी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",123,present_in_order
8130328,8,17,stop,7510862066,"[""CR_HB_LABEL:vadala road""]","{""alt_name"":""Wadala Road"",""alt_name:en"":""Wadala Road"",""name"":""Vadala Road"",""name:en"":""Vadala Road"",""name:hi"":""वडाला रोड"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",154,present_in_order
8130328,9,19,stop,7818093994,"[""CR_HB_LABEL:gtb nagar""]","{""name"":""Guru Tegh Bahadur Nagar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""short_name"":""GTB Nagar"",""train"":""yes""}",197,present_in_order
8130328,10,21,stop,7818099446,"[""CR_HB_LABEL:chunabhatti""]","{""name"":""Chuna Bhatti"",""name:en"":""Chuna Bhatti"",""name:hi"":""चुना भट्टी"",""name:mr"":""चुना भट्टी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",217,present_in_order
8130328,11,23,stop,1367093212,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""7"",""train"":""yes""}",247,present_in_order
8130328,12,25,stop,651265045,"[""CR_HB_LABEL:chembur""]","{""name"":""Chembur"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",280,present_in_order
8130328,13,27,stop,7818024713,"[""CR_HB_LABEL:tilaknagar""]","{""name"":""Tilak Nagar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",,out_of_order
8130328,14,30,stop,1366986900,"[""CR_HB_LABEL:govandi""]","{""name"":""Govandi"",""public_transport"":""stop_position"",""ref"":""1"",""train"":""yes""}",293,present_in_order
8130328,15,32,stop,246631903,"[""CR_HB_LABEL:mankhurd""]","{""name"":""Mankhurd"",""name:en"":""Mankhurd"",""name:hi"":""मानखुर्द"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",312,present_in_order
8130328,16,35,stop,241160689,"[""CR_HB_LABEL:vashi"",""CR_THB_CODE:VSH""]","{""name"":""Vashi"",""name:hi"":""वाशी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",371,present_in_order
8130328,17,38,stop,7818022403,"[""CR_HB_LABEL:sanpada"",""CR_THB_CODE:SNPD""]","{""name"":""Sanpada"",""name:hi"":""सानपाडा"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",384,present_in_order
8130328,18,41,stop,7817978922,"[""CR_HB_LABEL:juinagar"",""CR_THB_CODE:JNJ""]","{""name"":""Juinagar"",""name:en"":""Juinagar"",""name:hi"":""जुईनगर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",417,present_in_order
8130328,19,44,stop,7818050099,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",445,present_in_order
8130328,20,47,stop,7818030804,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",473,present_in_order
8130328,21,50,stop,7818124497,"[""CR_THB_CODE:BEPR""]","{""name"":""CBD Belapur"",""name:mr"":""सी बी डी बेलापूर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",507,present_in_order
8130328,22,53,stop,7818064487,"[""CR_THB_CODE:KHAG""]","{""name"":""Kharghar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",538,present_in_order
8130328,23,56,stop,7818067423,"[""CR_THB_CODE:MANR""]","{""name"":""Mansarovar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",569,present_in_order
8130328,24,59,stop,7818098639,"[""CR_THB_CODE:KNDS""]","{""name"":""Khandeshwar"",""name:hi"":""खांदेश्वर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",582,present_in_order
8130328,25,62,stop_exit_only,7510862053,"[""CR_THB_CODE:PNVL""]","{""name"":""Panvel"",""name:mr"":""पनवेल"",""public_transport"":""stop_position"",""ref"":""2"",""train"":""yes""}",618,present_in_order
8414240,1,1,stop,1647133382,"[""CR_THB_CODE:TNA""]","{""alt_name:ar"":""ثين"",""name"":""Thane"",""name:ar"":""تاني"",""name:en"":""Thane"",""name:fa"":""تانه"",""name:hi"":""ठाणे"",""name:ml"":""താനെ"",""name:mr"":""ठाणे"",""name:pnb"":""تہانہ"",""name:ps"":""تانی"",""name:ur"":""تھانے"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""9"",""train"":""yes""}",1,present_in_order
8414240,2,2,stop,13032197037,"[""CR_THB_CODE:DIGH""]","{""name"":""Digha Gaon"",""name:en"":""Digha Gaon"",""name:hi"":""दिघा गाँव"",""name:mr"":""दिघा गाँव"",""public_transport"":""stop_position"",""railway"":""stop"",""start_date"":""2024-01-12"",""train"":""yes""}",47,present_in_order
8414240,3,3,stop,7818210885,"[""CR_THB_CODE:AIRL""]","{""name"":""Airoli"",""name:en"":""Airoli"",""official_name"":""Airavali"",""official_name:en"":""Airavali"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",73,present_in_order
8414240,4,4,stop,7818144558,"[""CR_THB_CODE:RABE""]","{""name"":""Rabale"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",101,present_in_order
8414240,5,5,stop,7818209607,"[""CR_THB_CODE:GNSL""]","{""name"":""Ghansoli"",""name:hi"":""घनसोली"",""name:mr"":""घणसोली"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",124,present_in_order
8414240,6,6,stop,7818118169,"[""CR_THB_CODE:KPHN""]","{""name"":""Koparkhairne"",""name:hi"":""कोपरखैरने"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",139,present_in_order
8414240,7,7,stop,7818206408,"[""CR_THB_CODE:TUH""]","{""name"":""Turbhe"",""name:hi"":""तुर्भे"",""public_transport"":""stop_position"",""railway"":""stop"",""train"":""yes""}",170,present_in_order
8414240,8,8,stop,1990672673,"[""CR_HB_LABEL:sanpada"",""CR_THB_CODE:SNPD""]","{""name"":""Sanpada"",""name:hi"":""सानपाडा"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",216,present_in_order
8414240,9,9,stop,4822210993,"[""CR_HB_LABEL:vashi"",""CR_THB_CODE:VSH""]","{""name"":""Vashi"",""name:hi"":""वाशी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""1"",""train"":""yes""}",228,present_in_order
8418422,1,1,stop,11612789147,[],{},7,present_in_order
8418422,2,2,stop,11612789145,[],{},21,present_in_order
8418422,3,3,stop,11612789135,[],{},31,present_in_order
8418422,4,4,stop,11612768450,[],{},44,present_in_order
8418422,5,5,stop,7818268525,[],{},105,present_in_order
8418422,6,6,stop,7818310738,[],{},117,present_in_order
8418422,7,7,stop,7818030807,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",187,present_in_order
8418422,8,8,stop,7818050103,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""6"",""train"":""yes""}",213,present_in_order
9622461,1,2,stop_entry_only,7510862054,"[""CR_THB_CODE:PNVL""]","{""name"":""Panvel"",""name:mr"":""पनवेल"",""public_transport"":""stop_position"",""ref"":""1"",""train"":""yes""}",0,present_in_order
9622461,2,4,stop,7818098638,"[""CR_THB_CODE:KNDS""]","{""name"":""Khandeshwar"",""name:hi"":""खांदेश्वर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",39,present_in_order
9622461,3,7,stop,7818067424,"[""CR_THB_CODE:MANR""]","{""name"":""Mansarovar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",58,present_in_order
9622461,4,10,stop,7818064488,"[""CR_THB_CODE:KHAG""]","{""name"":""Kharghar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",89,present_in_order
9622461,5,13,stop,7818124494,"[""CR_THB_CODE:BEPR""]","{""name"":""CBD Belapur"",""name:mr"":""सी बी डी बेलापूर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""3"",""train"":""yes""}",122,present_in_order
9622461,6,16,stop,7818030805,"[""CR_THB_CODE:SWDV""]","{""name"":""Seawoods"",""name:en"":""Seawoods"",""name:hi"":""सीवुड्ज़"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",159,present_in_order
9622461,7,19,stop,7818050098,"[""CR_THB_CODE:NEU""]","{""name"":""Nerul"",""name:en"":""Nerul"",""name:hi"":""नेरुल"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",190,present_in_order
9622461,8,22,stop,7817978923,"[""CR_HB_LABEL:juinagar"",""CR_THB_CODE:JNJ""]","{""name"":""Juinagar"",""name:en"":""Juinagar"",""name:hi"":""जुईनगर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",220,present_in_order
9622461,9,25,stop,4822210969,"[""CR_HB_LABEL:sanpada"",""CR_THB_CODE:SNPD""]","{""name"":""Sanpada"",""name:hi"":""सानपाडा"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",252,present_in_order
9622461,10,28,stop,4819972201,"[""CR_HB_LABEL:vashi"",""CR_THB_CODE:VSH""]","{""name"":""Vashi"",""name:hi"":""वाशी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""4"",""train"":""yes""}",264,present_in_order
9622461,11,30,stop,1366794765,"[""CR_HB_LABEL:mankhurd""]","{""name"":""Mankhurd"",""name:en"":""Mankhurd"",""name:hi"":""मानखुर्द"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",314,present_in_order
9622461,12,32,stop,3878560519,"[""CR_HB_LABEL:govandi""]","{""name"":""Govandi"",""public_transport"":""stop_position"",""ref"":""2"",""train"":""yes""}",342,present_in_order
9622461,13,34,stop,1367093081,"[""CR_HB_LABEL:chembur""]","{""name"":""Chembur"",""name:en"":""Chembur"",""name:hi"":""चेंबुर"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",352,present_in_order
9622461,14,36,stop,6171366460,"[""CR_HB_LABEL:tilaknagar""]","{""name"":""Tilak Nagar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",363,present_in_order
9622461,15,38,stop,1367093210,"[""CR_HB_LABEL:kurla""]","{""name"":""Kurla"",""name:en"":""Kurla"",""name:hi"":""कुर्ला"",""name:ml"":""കുർള"",""name:mr"":""कुर्ला"",""official_name"":""Kurla Junction"",""official_name:en"":""Kurla Junction"",""official_name:hi"":""कुर्ला जंक्शन"",""official_name:mr"":""कुर्ला जंक्शन"",""old_name"":""Coorla"",""old_name:en"":""Coorla"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""8"",""train"":""yes""}",383,present_in_order
9622461,16,40,stop,7818099445,"[""CR_HB_LABEL:chunabhatti""]","{""name"":""Chuna Bhatti"",""name:en"":""Chuna Bhatti"",""name:hi"":""चुना भट्टी"",""name:mr"":""चुना भट्टी"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""train"":""yes""}",414,present_in_order
9622461,17,42,stop,7818093995,"[""CR_HB_LABEL:gtb nagar""]","{""name"":""Guru Tegh Bahadur Nagar"",""public_transport"":""stop_position"",""railway"":""stop"",""ref"":""2"",""short_name"":""GTB Nagar"",""train"":""yes""}",430,present_in_order
