source_id,notice_id,listed_date,listed_valid_until,subject,notice_text,attachment_number,attachment_count,attachment_url,index_source_id,index_source_sha256,source,status
mtp_notice_69_attachment_3,Notification No 42/Temp/DCP/T/2017,01/03/2017,Till Next Order,,"Mss.Prakash Engineers & Infraprojects (P) Ltd. & Gyan Construction Co, is excavation work held on Dt 22/02/2017 to Dt.27/03/2017. The exacavation work on shuklaji Street (R.S.Nimkar jn. to Jahangir Boman Marg Lane) This exacavation work time traffic on the route will be affected.",3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/69/2017030100000000042003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_69_attachment_4,Notification No 42/Temp/DCP/T/2017,01/03/2017,Till Next Order,,"Mss.Prakash Engineers & Infraprojects (P) Ltd. & Gyan Construction Co, is excavation work held on Dt 22/02/2017 to Dt.27/03/2017. The exacavation work on shuklaji Street (R.S.Nimkar jn. to Jahangir Boman Marg Lane) This exacavation work time traffic on the route will be affected.",4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/69/2017030100000000042004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_65,Notification No 41/Addl.cp /Traffic /Permanent/ 2017,24/02/2017,Till Next Order,,No Parking,1,5,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/65/2017022400000000041001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_65_attachment_2,Notification No 41/Addl.cp /Traffic /Permanent/ 2017,24/02/2017,Till Next Order,,No Parking,2,5,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/65/2017022400000000041002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_65_attachment_3,Notification No 41/Addl.cp /Traffic /Permanent/ 2017,24/02/2017,Till Next Order,,No Parking,3,5,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/65/2017022400000000041003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_65_attachment_4,Notification No 41/Addl.cp /Traffic /Permanent/ 2017,24/02/2017,Till Next Order,,No Parking,4,5,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/65/2017022400000000041004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_65_attachment_5,Notification No 41/Addl.cp /Traffic /Permanent/ 2017,24/02/2017,Till Next Order,,No Parking,5,5,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/65/2017022400000000041005.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_103,Notification No.09/DCP/T/2017,21/02/2017,Till Next Order,,"For the purpose of smooth movement of traffic and better traffic management in Mumbai City the Traffic Division wise revised notification regarding No parking, No Entry, No halting, No U-turn, No Right-Turn, No Left-Turn, One Way, No honking/Silence Zone Odd/Even Parking, Heavy vehicle Ban, Tourist buses ban, HMV ban except BEST Buses,Oil tanker ban, Victoria/Handcart/Slow moving vehicle ban, Other restrictions if any as under",1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/103/201702210000000001001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_103_attachment_2,Notification No.09/DCP/T/2017,21/02/2017,Till Next Order,,"For the purpose of smooth movement of traffic and better traffic management in Mumbai City the Traffic Division wise revised notification regarding No parking, No Entry, No halting, No U-turn, No Right-Turn, No Left-Turn, One Way, No honking/Silence Zone Odd/Even Parking, Heavy vehicle Ban, Tourist buses ban, HMV ban except BEST Buses,Oil tanker ban, Victoria/Handcart/Slow moving vehicle ban, Other restrictions if any as under",2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/103/201702210000000001002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_103_attachment_3,Notification No.09/DCP/T/2017,21/02/2017,Till Next Order,,"For the purpose of smooth movement of traffic and better traffic management in Mumbai City the Traffic Division wise revised notification regarding No parking, No Entry, No halting, No U-turn, No Right-Turn, No Left-Turn, One Way, No honking/Silence Zone Odd/Even Parking, Heavy vehicle Ban, Tourist buses ban, HMV ban except BEST Buses,Oil tanker ban, Victoria/Handcart/Slow moving vehicle ban, Other restrictions if any as under",3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/103/201702210000000001003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_103_attachment_4,Notification No.09/DCP/T/2017,21/02/2017,Till Next Order,,"For the purpose of smooth movement of traffic and better traffic management in Mumbai City the Traffic Division wise revised notification regarding No parking, No Entry, No halting, No U-turn, No Right-Turn, No Left-Turn, One Way, No honking/Silence Zone Odd/Even Parking, Heavy vehicle Ban, Tourist buses ban, HMV ban except BEST Buses,Oil tanker ban, Victoria/Handcart/Slow moving vehicle ban, Other restrictions if any as under",4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/103/201702210000000001004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_66,Notification No 39 /DCP/Tem/Noti/Traffic/ 2017,21/02/2017,Till Next Order,,Roads closed for vehicular Movement and Alternate Route for Vehicular Movement,1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/66/2017022100000000039001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_66_attachment_2,Notification No 39 /DCP/Tem/Noti/Traffic/ 2017,21/02/2017,Till Next Order,,Roads closed for vehicular Movement and Alternate Route for Vehicular Movement,2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/66/2017022100000000039002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_66_attachment_3,Notification No 39 /DCP/Tem/Noti/Traffic/ 2017,21/02/2017,Till Next Order,,Roads closed for vehicular Movement and Alternate Route for Vehicular Movement,3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/66/2017022100000000039003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_66_attachment_4,Notification No 39 /DCP/Tem/Noti/Traffic/ 2017,21/02/2017,Till Next Order,,Roads closed for vehicular Movement and Alternate Route for Vehicular Movement,4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/66/2017022100000000039004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_70,Notification No 38/DCP/Temp/Noti/Traffic/2017,20/02/2017,Till Next Order,,Change in Traffic arrangment on dt 23/02/2017 from 06.00 hrs to 20.00 hrs,1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/70/2017022000000000038001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_70_attachment_2,Notification No 38/DCP/Temp/Noti/Traffic/2017,20/02/2017,Till Next Order,,Change in Traffic arrangment on dt 23/02/2017 from 06.00 hrs to 20.00 hrs,2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/70/2017022000000000038002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_70_attachment_3,Notification No 38/DCP/Temp/Noti/Traffic/2017,20/02/2017,Till Next Order,,Change in Traffic arrangment on dt 23/02/2017 from 06.00 hrs to 20.00 hrs,3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/70/2017022000000000038003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_70_attachment_4,Notification No 38/DCP/Temp/Noti/Traffic/2017,20/02/2017,Till Next Order,,Change in Traffic arrangment on dt 23/02/2017 from 06.00 hrs to 20.00 hrs,4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/70/2017022000000000038004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_800157,Notification No 38/DCP/Temp/Traff/2017,20/02/2017,Till Next Order,,Road Closed/No ParkingRestriction/Diversion,1,1,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/800157/201702200000_800157_NotificationNo38DCPTempTraff2017.pdf,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_71,Notification No 36/DCP/HQ & ES/Tr/Temp.Noti./ 2017,18/02/2017,Till Next Order,,Inbetween Boudhajan panchayat samiti shakha no.296 to sambhaji chawk close for traffic and no parking of both sides at deonaar muncipal colony east west road for vote counting will ;be held at mahanagar palika school at deonar muncipal colony,1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/71/2017021800000000036001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_71_attachment_2,Notification No 36/DCP/HQ & ES/Tr/Temp.Noti./ 2017,18/02/2017,Till Next Order,,Inbetween Boudhajan panchayat samiti shakha no.296 to sambhaji chawk close for traffic and no parking of both sides at deonaar muncipal colony east west road for vote counting will ;be held at mahanagar palika school at deonar muncipal colony,2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/71/2017021800000000036002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_71_attachment_3,Notification No 36/DCP/HQ & ES/Tr/Temp.Noti./ 2017,18/02/2017,Till Next Order,,Inbetween Boudhajan panchayat samiti shakha no.296 to sambhaji chawk close for traffic and no parking of both sides at deonaar muncipal colony east west road for vote counting will ;be held at mahanagar palika school at deonar muncipal colony,3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/71/2017021800000000036003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_71_attachment_4,Notification No 36/DCP/HQ & ES/Tr/Temp.Noti./ 2017,18/02/2017,Till Next Order,,Inbetween Boudhajan panchayat samiti shakha no.296 to sambhaji chawk close for traffic and no parking of both sides at deonaar muncipal colony east west road for vote counting will ;be held at mahanagar palika school at deonar muncipal colony,4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/71/2017021800000000036004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_79,Notification No 34 /Temp/DCP/(City)/Traffic/2017,18/02/2017,Till Next Order,,Road Closed/No Entry/No Paking Restriction,1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/79/2017021800000000034001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_79_attachment_2,Notification No 34 /Temp/DCP/(City)/Traffic/2017,18/02/2017,Till Next Order,,Road Closed/No Entry/No Paking Restriction,2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/79/2017021800000000034002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_79_attachment_3,Notification No 34 /Temp/DCP/(City)/Traffic/2017,18/02/2017,Till Next Order,,Road Closed/No Entry/No Paking Restriction,3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/79/2017021800000000034003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_79_attachment_4,Notification No 34 /Temp/DCP/(City)/Traffic/2017,18/02/2017,Till Next Order,,Road Closed/No Entry/No Paking Restriction,4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/79/2017021800000000034004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_72,Notification No 27/Addl.cp /Traffic/ 2017,17/02/2017,Till Next Order,,"No Entry and One Way to all types of Vehicles coming from Mathuradas vasanji Road (A.K.Road) towards D.P.Road, In front of Gundavali MCGM School. The traffic is diverted from Mathuradas Vasanji Road (A.K.Road), towards D.P.Road in front of Gundavali MCGM School via bima Nagar Exit mathuradas Vasanji Road (A.K.Road).",1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/72/2017021700000000027001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_72_attachment_2,Notification No 27/Addl.cp /Traffic/ 2017,17/02/2017,Till Next Order,,"No Entry and One Way to all types of Vehicles coming from Mathuradas vasanji Road (A.K.Road) towards D.P.Road, In front of Gundavali MCGM School. The traffic is diverted from Mathuradas Vasanji Road (A.K.Road), towards D.P.Road in front of Gundavali MCGM School via bima Nagar Exit mathuradas Vasanji Road (A.K.Road).",2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/72/2017021700000000027002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_72_attachment_3,Notification No 27/Addl.cp /Traffic/ 2017,17/02/2017,Till Next Order,,"No Entry and One Way to all types of Vehicles coming from Mathuradas vasanji Road (A.K.Road) towards D.P.Road, In front of Gundavali MCGM School. The traffic is diverted from Mathuradas Vasanji Road (A.K.Road), towards D.P.Road in front of Gundavali MCGM School via bima Nagar Exit mathuradas Vasanji Road (A.K.Road).",3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/72/2017021700000000027003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_72_attachment_4,Notification No 27/Addl.cp /Traffic/ 2017,17/02/2017,Till Next Order,,"No Entry and One Way to all types of Vehicles coming from Mathuradas vasanji Road (A.K.Road) towards D.P.Road, In front of Gundavali MCGM School. The traffic is diverted from Mathuradas Vasanji Road (A.K.Road), towards D.P.Road in front of Gundavali MCGM School via bima Nagar Exit mathuradas Vasanji Road (A.K.Road).",4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/72/2017021700000000027004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_81,Notification No 31/DCP/T/Sub/2017,17/02/2017,Till Next Order,,There will be No Entry and No Parking at B.J.Patel Marg from veer sawarkar chowk to Shubham Hotel,1,3,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/81/2017021700000000031001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_81_attachment_2,Notification No 31/DCP/T/Sub/2017,17/02/2017,Till Next Order,,There will be No Entry and No Parking at B.J.Patel Marg from veer sawarkar chowk to Shubham Hotel,2,3,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/81/2017021700000000031002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_81_attachment_3,Notification No 31/DCP/T/Sub/2017,17/02/2017,Till Next Order,,There will be No Entry and No Parking at B.J.Patel Marg from veer sawarkar chowk to Shubham Hotel,3,3,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/81/2017021700000000031003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_78,Notification No 33/DCP/Sub/T/2017,17/02/2017,Till Next Order,,"As per the request of the Election officer, for the Election Procedure to be carried out smoothly from 20/02/2017 to 21/02/2017 and Dated 23/02/2017 following Temporary changes made in the vehicles timing for the convenient of the vehicles drivers and public.",1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/78/2017021700000000033001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_78_attachment_2,Notification No 33/DCP/Sub/T/2017,17/02/2017,Till Next Order,,"As per the request of the Election officer, for the Election Procedure to be carried out smoothly from 20/02/2017 to 21/02/2017 and Dated 23/02/2017 following Temporary changes made in the vehicles timing for the convenient of the vehicles drivers and public.",2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/78/2017021700000000033002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_78_attachment_3,Notification No 33/DCP/Sub/T/2017,17/02/2017,Till Next Order,,"As per the request of the Election officer, for the Election Procedure to be carried out smoothly from 20/02/2017 to 21/02/2017 and Dated 23/02/2017 following Temporary changes made in the vehicles timing for the convenient of the vehicles drivers and public.",3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/78/2017021700000000033003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_78_attachment_4,Notification No 33/DCP/Sub/T/2017,17/02/2017,Till Next Order,,"As per the request of the Election officer, for the Election Procedure to be carried out smoothly from 20/02/2017 to 21/02/2017 and Dated 23/02/2017 following Temporary changes made in the vehicles timing for the convenient of the vehicles drivers and public.",4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/78/2017021700000000033004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_75,Notification No 35/DCP/Sub/Tr/2017,17/02/2017,Till Next Order,,"There shall be No Entry from both sides, on the Prabhat Colony Road No, 2, for all types of motor vehicles (except on Election duty motor vehicles) on following dates and time for temporary Basis.",1,2,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/75/2017021700000000035001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_75_attachment_2,Notification No 35/DCP/Sub/Tr/2017,17/02/2017,Till Next Order,,"There shall be No Entry from both sides, on the Prabhat Colony Road No, 2, for all types of motor vehicles (except on Election duty motor vehicles) on following dates and time for temporary Basis.",2,2,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/75/2017021700000000035002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",1,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_2,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",2,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_3,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",3,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_4,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",4,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_5,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",5,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026005.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_6,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",6,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026006.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_74_attachment_7,Notification No 26/TEMP//DCP/TR./2017,17/02/2017,Till Next Order,,"In view of Greater Mumbai Municipal Corporation Election -2017 being conducted on 21/02/2017 and New Sion Mumbai, will have strong room and counting center. In order to ensure smooth functioning of distribution of EVM machines and other materials to various centers and counting process and for free flow of traffic",7,7,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/74/2017021700000000026007.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_82,Notification No 28/Addl.cp /T/ Election/ 2017,17/02/2017,Till Next Order,,Due to M.M.C. 2017 Election they will be change traffic root.,1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/82/2017021700000000028001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_82_attachment_2,Notification No 28/Addl.cp /T/ Election/ 2017,17/02/2017,Till Next Order,,Due to M.M.C. 2017 Election they will be change traffic root.,2,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/82/2017021700000000028002.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_82_attachment_3,Notification No 28/Addl.cp /T/ Election/ 2017,17/02/2017,Till Next Order,,Due to M.M.C. 2017 Election they will be change traffic root.,3,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/82/2017021700000000028003.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_82_attachment_4,Notification No 28/Addl.cp /T/ Election/ 2017,17/02/2017,Till Next Order,,Due to M.M.C. 2017 Election they will be change traffic root.,4,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/82/2017021700000000028004.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
mtp_notice_77,Notification No 23/DCP/East/Tr/2017,16/02/2017,Till Next Order,,"In view of Brihanamumbai Mahanagar Palika Election 2017. in order to facilitate smooth flow of traffic and safety of people, following traffic regulation will be made effective on below mention Dates 20/02/2017,21/02/2017 and 23/02/2017",1,4,https://mtperp.mahatrafficechallan.gov.in/GetPublicNotice/77/2017021600000000023001.jpg,mtp_notifications_20260101_20260918,6de6022c14fc939a6ae0396367758be3e723d2ec484a6bfeedacda3907c7891d,official_notice_listing,effective_scope_and_supersession_unresolved
