operator_name,source_row_serial,financial_year,metric,value_as_printed,numeric_value,unit,reported_status,source,source_id,source_sha256,source_page_1_based,model_ready,geography_scope
Thane MT,51,2021-22,passenger_kilometres_performed,"4,426.41",4426.41,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2020-21,passenger_kilometres_performed,799.64,799.64,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2019-20,passenger_kilometres_performed,"5,304.71",5304.71,lakh_passenger_km,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2021-22,occupancy_ratio,46.87,46.87,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2020-21,occupancy_ratio,12.20,12.20,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Thane MT,51,2019-20,occupancy_ratio,46.87,46.87,percent,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2021-22,passenger_kilometres_offered,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2020-21,passenger_kilometres_offered,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2019-20,passenger_kilometres_offered,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2021-22,passenger_kilometres_performed,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2020-21,passenger_kilometres_performed,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2019-20,passenger_kilometres_performed,NR,,lakh_passenger_km,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2021-22,occupancy_ratio,NR,,percent,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2020-21,occupancy_ratio,NR,,percent,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Kalyan Dombivali MT,52,2019-20,occupancy_ratio,NR,,percent,not_reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,114,False,operator_network
Maharashtra SRTC,11,2021-22,passengers_carried,"4,950.11",4950.11,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,passengers_carried,"5,495.31",5495.31,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,passengers_carried,"21,984.68",21984.68,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
Maharashtra SRTC,11,2021-22,passengers_carried_per_bus_day,79.22,79.22,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
Maharashtra SRTC,11,2020-21,passengers_carried_per_bus_day,84.98,84.98,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
Maharashtra SRTC,11,2019-20,passengers_carried_per_bus_day,329.28,329.28,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,statewide_not_mmr
BEST Undertaking,46,2021-22,passengers_carried,"7,735.06",7735.06,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
BEST Undertaking,46,2020-21,passengers_carried,"5,392.67",5392.67,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
BEST Undertaking,46,2019-20,passengers_carried,"9,181.00",9181.00,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
BEST Undertaking,46,2021-22,passengers_carried_per_bus_day,550.30,550.30,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
BEST Undertaking,46,2020-21,passengers_carried_per_bus_day,352.11,352.11,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
BEST Undertaking,46,2019-20,passengers_carried_per_bus_day,753.32,753.32,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2021-22,passengers_carried,1.34,1.34,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2020-21,passengers_carried,337.44,337.44,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2019-20,passengers_carried,670.34,670.34,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2021-22,passengers_carried_per_bus_day,1.04,1.04,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2020-21,passengers_carried_per_bus_day,412.72,412.72,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Navi Mumbai MT,48,2019-20,passengers_carried_per_bus_day,489.75,489.75,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2021-22,passengers_carried,378.01,378.01,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2020-21,passengers_carried,193.46,193.46,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2019-20,passengers_carried,577.30,577.30,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2021-22,passengers_carried_per_bus_day,222.24,222.24,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2020-21,passengers_carried_per_bus_day,102.52,102.52,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Thane MT,51,2019-20,passengers_carried_per_bus_day,305.93,305.93,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2021-22,passengers_carried,40.85,40.85,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2020-21,passengers_carried,28.94,28.94,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2019-20,passengers_carried,124.63,124.63,lakh_passengers,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2021-22,passengers_carried_per_bus_day,79.37,79.37,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2020-21,passengers_carried_per_bus_day,56.23,56.23,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
Kalyan Dombivali MT,52,2019-20,passengers_carried_per_bus_day,242.16,242.16,passengers_per_bus_per_day,reported,operator_reported_in_official_compilation,morth_srtu_review_2019_2022,9a9d5693d36372181d5db95c9f776e2f1d2debc942d6446bc166c5bd8562fd09,115,False,operator_network
