dataset,indicator_code,indicator,observation_year,region,dimensions_json,reported_count,source,source_id,source_sha256,status
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Reader & Associate Professor"", ""gender"": ""Male""}",12023,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Reader & Associate Professor"", ""gender"": ""Female""}",6242,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Reader & Associate Professor"", ""gender"": ""Both""}",18265,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Lecturer/Assistant Professor"", ""gender"": ""Male""}",62690,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Lecturer/Assistant Professor"", ""gender"": ""Female""}",48957,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Lecturer/Assistant Professor"", ""gender"": ""Both""}",111647,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Demonstrator/Tutor"", ""gender"": ""Male""}",2790,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Demonstrator/Tutor"", ""gender"": ""Female""}",5200,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Demonstrator/Tutor"", ""gender"": ""Both""}",7990,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Temporary Teacher etc."", ""gender"": ""Male""}",4949,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Temporary Teacher etc."", ""gender"": ""Female""}",5055,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Temporary Teacher etc."", ""gender"": ""Both""}",10004,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Visiting Teacher"", ""gender"": ""Male""}",1884,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
aishe,9,Number of Teachers,2021-22,Maharashtra,"{""faculty_type"": ""Visiting Teacher"", ""gender"": ""Female""}",1714,published_statistic,mospi_aishe_2021-22_maharashtra_indicator_9_page_1,7fe28c5c4d25ec00f6591ed60ade8b2ebe3a63ec6e19f0941d2fe4fcb4e21536,state_aggregate_not_local_trip_demand
