state_code,district_code,area_name,age_band,residence,persons_count,male_persons_count,female_persons_count,source,source_id,source_sha256,source_row,observation_year,status
27,517,District - Thane (21),20-24,Urban,892659,481922,410737,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,412,2011,historical_control_not_current_demand
27,517,District - Thane (21),25-29,Total,1156966,614115,542851,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,413,2011,historical_control_not_current_demand
27,517,District - Thane (21),25-29,Rural,231322,121652,109670,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,413,2011,historical_control_not_current_demand
27,517,District - Thane (21),25-29,Urban,925644,492463,433181,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,413,2011,historical_control_not_current_demand
27,517,District - Thane (21),30-34,Total,991627,533590,458037,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,414,2011,historical_control_not_current_demand
27,517,District - Thane (21),30-34,Rural,193960,100874,93086,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,414,2011,historical_control_not_current_demand
27,517,District - Thane (21),30-34,Urban,797667,432716,364951,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,414,2011,historical_control_not_current_demand
27,517,District - Thane (21),35-39,Total,894455,479034,415421,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,415,2011,historical_control_not_current_demand
27,517,District - Thane (21),35-39,Rural,179578,92693,86885,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,415,2011,historical_control_not_current_demand
27,517,District - Thane (21),35-39,Urban,714877,386341,328536,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,415,2011,historical_control_not_current_demand
27,517,District - Thane (21),40-44,Total,741183,400754,340429,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,416,2011,historical_control_not_current_demand
27,517,District - Thane (21),40-44,Rural,153919,79399,74520,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,416,2011,historical_control_not_current_demand
27,517,District - Thane (21),40-44,Urban,587264,321355,265909,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,416,2011,historical_control_not_current_demand
27,517,District - Thane (21),45-49,Total,614623,325825,288798,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,417,2011,historical_control_not_current_demand
27,517,District - Thane (21),45-49,Rural,129007,65323,63684,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,417,2011,historical_control_not_current_demand
27,517,District - Thane (21),45-49,Urban,485616,260502,225114,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,417,2011,historical_control_not_current_demand
27,517,District - Thane (21),50-54,Total,484200,261984,222216,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,418,2011,historical_control_not_current_demand
27,517,District - Thane (21),50-54,Rural,102327,52100,50227,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,418,2011,historical_control_not_current_demand
27,517,District - Thane (21),50-54,Urban,381873,209884,171989,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,418,2011,historical_control_not_current_demand
27,517,District - Thane (21),55-59,Total,366223,196615,169608,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,419,2011,historical_control_not_current_demand
27,517,District - Thane (21),55-59,Rural,79181,39564,39617,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,419,2011,historical_control_not_current_demand
27,517,District - Thane (21),55-59,Urban,287042,157051,129991,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,419,2011,historical_control_not_current_demand
27,517,District - Thane (21),60-64,Total,287765,149566,138199,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,420,2011,historical_control_not_current_demand
27,517,District - Thane (21),60-64,Rural,67539,31707,35832,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,420,2011,historical_control_not_current_demand
27,517,District - Thane (21),60-64,Urban,220226,117859,102367,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,420,2011,historical_control_not_current_demand
27,517,District - Thane (21),65-69,Total,183967,91550,92417,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,421,2011,historical_control_not_current_demand
27,517,District - Thane (21),65-69,Rural,47819,21266,26553,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,421,2011,historical_control_not_current_demand
27,517,District - Thane (21),65-69,Urban,136148,70284,65864,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,421,2011,historical_control_not_current_demand
27,517,District - Thane (21),70-74,Total,119413,58181,61232,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,422,2011,historical_control_not_current_demand
27,517,District - Thane (21),70-74,Rural,30812,13568,17244,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,422,2011,historical_control_not_current_demand
27,517,District - Thane (21),70-74,Urban,88601,44613,43988,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,422,2011,historical_control_not_current_demand
27,517,District - Thane (21),75-79,Total,62929,30042,32887,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,423,2011,historical_control_not_current_demand
27,517,District - Thane (21),75-79,Rural,14346,6433,7913,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,423,2011,historical_control_not_current_demand
27,517,District - Thane (21),75-79,Urban,48583,23609,24974,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,423,2011,historical_control_not_current_demand
27,517,District - Thane (21),80+,Total,75424,34585,40839,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,424,2011,historical_control_not_current_demand
27,517,District - Thane (21),80+,Rural,15365,6777,8588,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,424,2011,historical_control_not_current_demand
27,517,District - Thane (21),80+,Urban,60059,27808,32251,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,424,2011,historical_control_not_current_demand
27,517,District - Thane (21),Age not stated,Total,53820,29529,24291,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,425,2011,historical_control_not_current_demand
27,517,District - Thane (21),Age not stated,Rural,7775,4091,3684,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,425,2011,historical_control_not_current_demand
27,517,District - Thane (21),Age not stated,Urban,46045,25438,20607,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,425,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),All ages,Total,9356962,5031323,4325639,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,426,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),All ages,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,426,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),All ages,Urban,9356962,5031323,4325639,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,426,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),0-4,Total,648076,338108,309968,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,427,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),0-4,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,427,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),0-4,Urban,648076,338108,309968,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,427,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),5-9,Total,701121,368863,332258,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,428,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),5-9,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,428,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),5-9,Urban,701121,368863,332258,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,428,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),10-14,Total,767735,406821,360914,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,429,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),10-14,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,429,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),10-14,Urban,767735,406821,360914,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,429,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),15-19,Total,834831,462660,372171,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,430,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),15-19,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,430,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),15-19,Urban,834831,462660,372171,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,430,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),20-24,Total,999427,563925,435502,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,431,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),20-24,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,431,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),20-24,Urban,999427,563925,435502,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,431,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),25-29,Total,985170,541602,443568,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,432,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),25-29,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,432,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),25-29,Urban,985170,541602,443568,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,432,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),30-34,Total,837047,455539,381508,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,433,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),30-34,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,433,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),30-34,Urban,837047,455539,381508,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,433,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),35-39,Total,764467,408670,355797,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,434,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),35-39,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,434,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),35-39,Urban,764467,408670,355797,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,434,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),40-44,Total,649785,348253,301532,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,435,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),40-44,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,435,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),40-44,Urban,649785,348253,301532,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,435,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),45-49,Total,560702,297650,263052,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,436,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),45-49,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,436,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),45-49,Urban,560702,297650,263052,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,436,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),50-54,Total,452439,245402,207037,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,437,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),50-54,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,437,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),50-54,Urban,452439,245402,207037,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,437,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),55-59,Total,355509,189254,166255,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,438,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),55-59,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,438,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),55-59,Urban,355509,189254,166255,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,438,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),60-64,Total,287613,148221,139392,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,439,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),60-64,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,439,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),60-64,Urban,287613,148221,139392,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,439,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),65-69,Total,189642,96532,93110,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,440,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),65-69,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,440,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),65-69,Urban,189642,96532,93110,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,440,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),70-74,Total,131091,65674,65417,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,441,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),70-74,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,441,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),70-74,Urban,131091,65674,65417,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,441,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),75-79,Total,77042,37798,39244,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,442,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),75-79,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,442,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),75-79,Urban,77042,37798,39244,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,442,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),80+,Total,82230,37913,44317,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,443,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),80+,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,443,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),80+,Urban,82230,37913,44317,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,443,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),Age not stated,Total,33035,18438,14597,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,444,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),Age not stated,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,444,2011,historical_control_not_current_demand
27,518,District - Mumbai Suburban (22),Age not stated,Urban,33035,18438,14597,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,444,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),All ages,Total,3085411,1684608,1400803,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,445,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),All ages,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,445,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),All ages,Urban,3085411,1684608,1400803,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,445,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),0-4,Total,189193,98595,90598,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,446,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),0-4,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,446,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),0-4,Urban,189193,98595,90598,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,446,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),5-9,Total,208264,108793,99471,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,447,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),5-9,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,447,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),5-9,Urban,208264,108793,99471,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,447,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),10-14,Total,230713,122365,108348,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,448,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),10-14,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,448,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),10-14,Urban,230713,122365,108348,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,448,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),15-19,Total,265548,150557,114991,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,449,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),15-19,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,449,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),15-19,Urban,265548,150557,114991,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,449,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),20-24,Total,334119,198073,136046,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,450,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),20-24,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,450,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),20-24,Urban,334119,198073,136046,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,450,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),25-29,Total,325168,186723,138445,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,451,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),25-29,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,451,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),25-29,Urban,325168,186723,138445,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,451,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),30-34,Total,272932,153652,119280,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,452,2011,historical_control_not_current_demand
27,519,District - Mumbai (23),30-34,Rural,0,0,0,observed,census_c14_maharashtra,d460de9ab07eb4383efaded69b6e766f9447558994fe7eadc465c4359c981e38,452,2011,historical_control_not_current_demand
