transport_class,tag,raw_value,normalised_value,unit,status,way_count
highway=bridleway,access,private,,,retained_text,1
highway=bridleway,bicycle,no,,,retained_text,1
highway=bridleway,bridge,yes,,,retained_text,1
highway=bridleway,foot,yes,,,retained_text,1
highway=bridleway,layer,1,,,retained_text,1
highway=bridleway,motor_vehicle,no,,,retained_text,1
highway=bridleway,surface,unpaved,,,retained_text,1
highway=bridleway,width,5,5.0,m,normalised,1
highway=bus_stop,bus,yes,,,retained_text,2
highway=busway,access,no,,,retained_text,11
highway=busway,access,yes,,,retained_text,2
highway=busway,bicycle,no,,,retained_text,3
highway=busway,bicycle,yes,,,retained_text,2
highway=busway,bridge,yes,,,retained_text,6
highway=busway,bus,designated,,,retained_text,11
highway=busway,bus,yes,,,retained_text,17
highway=busway,check_date,2024-01-11,,,retained_text,2
highway=busway,foot,no,,,retained_text,3
highway=busway,foot,yes,,,retained_text,2
highway=busway,lanes,1,1,lanes,normalised,7
highway=busway,lanes,2,2,lanes,normalised,45
highway=busway,layer,1,,,retained_text,6
highway=busway,maxspeed,30,30.0,km/h,normalised,2
highway=busway,maxspeed,40,40.0,km/h,normalised,11
highway=busway,motor_vehicle,yes,,,retained_text,3
highway=busway,oneway,no,,,retained_text,37
highway=busway,oneway,yes,,,retained_text,37
highway=busway,psv,yes,,,retained_text,28
highway=busway,sidewalk,both,,,retained_text,2
highway=busway,source,digitalglobe,,,retained_text,1
highway=busway,surface,asphalt,,,retained_text,14
highway=busway,surface,concrete,,,retained_text,2
highway=construction,access,no,,,retained_text,5
highway=construction,access,permissive,,,retained_text,1
highway=construction,access,permit,,,retained_text,1
highway=construction,access,private,,,retained_text,26
highway=construction,bicycle,no,,,retained_text,10
highway=construction,bicycle,yes,,,retained_text,1
highway=construction,bridge,movable,,,retained_text,1
highway=construction,bridge,yes,,,retained_text,228
highway=construction,bridge:structure,beam,,,retained_text,38
highway=construction,check_date,2021-12-21,,,retained_text,1
highway=construction,check_date,2024-09-07,,,retained_text,10
highway=construction,check_date,2024-09-11,,,retained_text,27
highway=construction,check_date,2024-09-25,,,retained_text,4
highway=construction,check_date,2024-09-26,,,retained_text,4
highway=construction,check_date,2024-11-06,,,retained_text,3
highway=construction,check_date,2024-12-26,,,retained_text,1
highway=construction,check_date,2025-08-06,,,retained_text,3
highway=construction,check_date,2025-08-15,,,retained_text,1
highway=construction,check_date,2025-11-20,,,retained_text,1
highway=construction,check_date,2026-02-23,,,retained_text,1
highway=construction,check_date,2026-03-15,,,retained_text,3
highway=construction,check_date,2026-03-17,,,retained_text,1
highway=construction,check_date,2026-03-19,,,retained_text,1
highway=construction,check_date,2026-03-21,,,retained_text,1
highway=construction,check_date,2026-06-11,,,retained_text,1
highway=construction,check_date,2026-09-13,,,retained_text,8
highway=construction,foot,no,,,retained_text,10
highway=construction,foot,yes,,,retained_text,1
highway=construction,junction,roundabout,,,retained_text,1
highway=construction,lane_markings,no,,,retained_text,1
highway=construction,lanes,2,2,lanes,normalised,84
highway=construction,lanes,3,3,lanes,normalised,2
highway=construction,lanes,4,4,lanes,normalised,2
highway=construction,layer,-1,,,retained_text,5
highway=construction,layer,1,,,retained_text,206
highway=construction,layer,2,,,retained_text,14
highway=construction,lit,yes,,,retained_text,2
highway=construction,maxheight,default,,,retained_text,3
highway=construction,maxspeed,30,30.0,km/h,normalised,1
highway=construction,maxspeed,50,50.0,km/h,normalised,2
highway=construction,maxspeed,80,80.0,km/h,normalised,1
highway=construction,maxspeed:type,IN:urban,,,retained_text,1
highway=construction,motor_vehicle,destination,,,retained_text,3
highway=construction,motor_vehicle,no,,,retained_text,3
highway=construction,motor_vehicle,yes,,,retained_text,7
highway=construction,motorcycle,no,,,retained_text,1
highway=construction,oneway,no,,,retained_text,7
highway=construction,oneway,yes,,,retained_text,491
highway=construction,sidewalk,both,,,retained_text,1
highway=construction,smoothness,bad,,,retained_text,1
highway=construction,source,GPS,,,retained_text,5
highway=construction,source,Yahoo,,,retained_text,14
highway=construction,source,Yahoo hires,,,retained_text,1
highway=construction,source,digitalglobe,,,retained_text,14
highway=construction,source,gps,,,retained_text,1
highway=construction,source,https://environmentclearance.nic.in/state/FB_ECGeneral_Report.aspx?pid=208160&id=208160&status=Found;https://environmentclearance.nic.in/state/FB_ECGeneral_Report.aspx?pid=201926&id=201926&status=found,,,retained_text,22
highway=construction,source,maxar,,,retained_text,3
highway=construction,source:bridge,Esri World imagery,,,retained_text,1
highway=construction,source:construction,Imagery 10/2021,,,retained_text,1
highway=construction,surface,asphalt,,,retained_text,7
highway=construction,surface,cobblestone,,,retained_text,1
highway=construction,surface,concrete,,,retained_text,5
highway=construction,surface,dirt,,,retained_text,2
highway=construction,surface,paved,,,retained_text,1
highway=construction,toll,yes,,,retained_text,1
highway=construction,tunnel,yes,,,retained_text,19
highway=construction,width,2,2.0,m,normalised,1
highway=cycleway,access,no,,,retained_text,2
highway=cycleway,access,permissive,,,retained_text,1
highway=cycleway,access,private,,,retained_text,3
highway=cycleway,bicycle,designated,,,retained_text,409
highway=cycleway,bicycle,no,,,retained_text,1
highway=cycleway,bicycle,yes,,,retained_text,1
highway=cycleway,bridge,yes,,,retained_text,5
highway=cycleway,crossing,uncontrolled,,,retained_text,1
highway=cycleway,crossing:island,no,,,retained_text,1
highway=cycleway,crossing:markings,ladder,,,retained_text,1
highway=cycleway,cycleway,crossing,,,retained_text,1
highway=cycleway,foot,designated,,,retained_text,410
highway=cycleway,foot,yes,,,retained_text,9
highway=cycleway,incline,15%,,,retained_text,2
highway=cycleway,incline,up,,,retained_text,4
highway=cycleway,incline,yes,,,retained_text,2
highway=cycleway,layer,-1,,,retained_text,13
highway=cycleway,layer,1,,,retained_text,4
highway=cycleway,motor_vehicle,no,,,retained_text,3
highway=cycleway,oneway,no,,,retained_text,16
highway=cycleway,oneway,yes,,,retained_text,1
highway=cycleway,smoothness,bad,,,retained_text,2
highway=cycleway,smoothness,excellent,,,retained_text,19
highway=cycleway,smoothness,good,,,retained_text,2
highway=cycleway,smoothness,intermediate,,,retained_text,3
highway=cycleway,surface,asphalt,,,retained_text,3
highway=cycleway,surface,dirt,,,retained_text,7
highway=cycleway,surface,gravel,,,retained_text,3
highway=cycleway,surface,ground,,,retained_text,1
highway=cycleway,surface,metal,,,retained_text,1
highway=cycleway,surface,paved,,,retained_text,20
highway=cycleway,surface,paving_stones,,,retained_text,3
highway=cycleway,surface,sand,,,retained_text,1
highway=cycleway,surface,unpaved,,,retained_text,2
highway=cycleway,tunnel,yes,,,retained_text,9
highway=cycleway,width,0.4,0.4,m,normalised,1
highway=cycleway,width,10,10.0,m,normalised,4
highway=cycleway,width,100,100.0,m,normalised,1
highway=cycleway,width,20,20.0,m,normalised,6
highway=cycleway,width,5,5.0,m,normalised,1
highway=cycleway,width,50,50.0,m,normalised,12
highway=cycleway,width,paved,,m,unresolved,1
highway=elevator,access,yes,,,retained_text,1
highway=footway,access,customers,,,retained_text,7
highway=footway,access,destination,,,retained_text,22
highway=footway,access,no,,,retained_text,28
highway=footway,access,permissive,,,retained_text,21
highway=footway,access,private,,,retained_text,323
highway=footway,access,yes,,,retained_text,42
highway=footway,bicycle,dismount,,,retained_text,5
highway=footway,bicycle,no,,,retained_text,193
highway=footway,bicycle,permissive,,,retained_text,4
highway=footway,bicycle,yes,,,retained_text,38
highway=footway,bridge,boardwalk,,,retained_text,1
highway=footway,bridge,yes,,,retained_text,838
highway=footway,bridge:structure,arch,,,retained_text,1
highway=footway,bridge:structure,beam,,,retained_text,15
highway=footway,check_date,2024-03-09,,,retained_text,1
highway=footway,check_date,2025-07-03,,,retained_text,1
highway=footway,check_date:surface,2025-06-18,,,retained_text,1
highway=footway,check_date:surface,2025-12-14,,,retained_text,1
highway=footway,check_date:surface,2025-12-16,,,retained_text,1
highway=footway,check_date:surface,2025-12-31,,,retained_text,7
highway=footway,check_date:surface,2026-01-10,,,retained_text,1
highway=footway,check_date:surface,2026-02-22,,,retained_text,1
highway=footway,check_date:surface,2026-04-07,,,retained_text,1
highway=footway,check_date:surface,2026-05-18,,,retained_text,1
highway=footway,check_date:surface,2026-06-20,,,retained_text,2
highway=footway,check_date:surface,2026-06-21,,,retained_text,1
highway=footway,crossing,bridge,,,retained_text,1
highway=footway,crossing,marked,,,retained_text,27
highway=footway,crossing,traffic_signals,,,retained_text,9
highway=footway,crossing,uncontrolled,,,retained_text,51
highway=footway,crossing,unmarked,,,retained_text,6
highway=footway,crossing,zebra,,,retained_text,26
highway=footway,crossing:island,no,,,retained_text,10
highway=footway,crossing:island,yes,,,retained_text,7
highway=footway,crossing:markings,ladder,,,retained_text,2
highway=footway,crossing:markings,no,,,retained_text,4
highway=footway,crossing:markings,yes,,,retained_text,45
highway=footway,crossing:markings,zebra,,,retained_text,32
highway=footway,foot,designated,,,retained_text,17
highway=footway,foot,destination,,,retained_text,5
highway=footway,foot,permissive,,,retained_text,5
highway=footway,foot,private,,,retained_text,1
highway=footway,foot,yes,,,retained_text,186
highway=footway,incline,0%,,,retained_text,24
highway=footway,incline,15°,,,retained_text,2
highway=footway,incline,down,,,retained_text,18
highway=footway,incline,up,,,retained_text,34
highway=footway,junction,roundabout,,,retained_text,1
highway=footway,lanes,0,,lanes,unresolved,1
highway=footway,lanes,2,2,lanes,normalised,3
highway=footway,layer,-1,,,retained_text,110
highway=footway,layer,-2,,,retained_text,1
highway=footway,layer,-3,,,retained_text,1
highway=footway,layer,0,,,retained_text,18
highway=footway,layer,1,,,retained_text,677
highway=footway,layer,2,,,retained_text,86
highway=footway,layer,3,,,retained_text,3
highway=footway,lit,24/7,,,retained_text,11
highway=footway,lit,no,,,retained_text,14
highway=footway,lit,yes,,,retained_text,306
highway=footway,motor_vehicle,no,,,retained_text,124
highway=footway,motor_vehicle,permissive,,,retained_text,1
highway=footway,motor_vehicle,yes,,,retained_text,6
highway=footway,motorcar,no,,,retained_text,4
highway=footway,oneway,no,,,retained_text,8
highway=footway,oneway,yes,,,retained_text,4
highway=footway,oneway:foot,no,,,retained_text,40
highway=footway,service,alley,,,retained_text,1
highway=footway,sidewalk,both,,,retained_text,1
highway=footway,smoothness,bad,,,retained_text,3
highway=footway,smoothness,excellent,,,retained_text,15
highway=footway,smoothness,good,,,retained_text,41
highway=footway,smoothness,impassable,,,retained_text,1
highway=footway,smoothness,intermediate,,,retained_text,32
highway=footway,source,Bing,,,retained_text,1
highway=footway,source,Esri Word imagery,,,retained_text,18
highway=footway,source,Esri World imagery (2024-09-14),,,retained_text,9
highway=footway,source,GPS,,,retained_text,120
highway=footway,source,GPS; GPS; Yahoo; GPS; Yahoo; Yahoo; GPS; Yahoo,,,retained_text,1
highway=footway,source,GPS; GPS; Yahoo; GPS; Yahoo; Yahoo; GPS; Yahoo; GPS; Yahoo; GPS; Yahoo; Yahoo; GPS; Yahoo,,,retained_text,1
highway=footway,source,GPS; Yahoo,,,retained_text,1
highway=footway,source,GPS; Yahoo; Yahoo,,,retained_text,1
highway=footway,source,GPS;local knowledge,,,retained_text,1
highway=footway,source,Local Resident,,,retained_text,2
highway=footway,source,MaxarPremium,,,retained_text,3
highway=footway,source,"MaxarPremium, retreived 10/2021",,,retained_text,1
highway=footway,source,Yahoo,,,retained_text,21
highway=footway,source,Yahoo; Yahoo; GPS; Yahoo,,,retained_text,1
highway=footway,source,digitalglobe,,,retained_text,38
highway=footway,source,gps,,,retained_text,1
highway=footway,source,local knowledge,,,retained_text,1
highway=footway,source,maxar,,,retained_text,33
highway=footway,surface,Stone,,,retained_text,2
highway=footway,surface,asphalt,,,retained_text,88
highway=footway,surface,clay,,,retained_text,1
highway=footway,surface,cobblestone,,,retained_text,2
highway=footway,surface,concrete,,,retained_text,124
highway=footway,surface,concrete:plates,,,retained_text,28
highway=footway,surface,ddq,,,retained_text,1
highway=footway,surface,dirt,,,retained_text,30
highway=footway,surface,grass_paver,,,retained_text,8
highway=footway,surface,ground,,,retained_text,30
highway=footway,surface,metal,,,retained_text,11
highway=footway,surface,mud,,,retained_text,2
highway=footway,surface,paved,,,retained_text,337
highway=footway,surface,paving_stones,,,retained_text,353
highway=footway,surface,pebblestone,,,retained_text,2
highway=footway,surface,rubber,,,retained_text,1
highway=footway,surface,sand,,,retained_text,3
highway=footway,surface,sett,,,retained_text,15
highway=footway,surface,tartan,,,retained_text,1
highway=footway,surface,tiles,,,retained_text,1
highway=footway,surface,unhewn_cobblestone,,,retained_text,2
highway=footway,surface,unpaved,,,retained_text,38
highway=footway,surface,wood,,,retained_text,1
highway=footway,tracktype,grade5,,,retained_text,2
highway=footway,tunnel,building_passage,,,retained_text,14
highway=footway,tunnel,yes,,,retained_text,86
highway=footway,width,0,,m,unresolved,1
highway=footway,width,0.25,0.25,m,normalised,4
highway=footway,width,0.4,0.4,m,normalised,1
highway=footway,width,0.5,0.5,m,normalised,4
highway=footway,width,1,1.0,m,normalised,2
highway=footway,width,1.5,1.5,m,normalised,8
highway=footway,width,10,10.0,m,normalised,11
highway=footway,width,12,12.0,m,normalised,1
highway=footway,width,14,14.0,m,normalised,1
highway=footway,width,15,15.0,m,normalised,1
highway=footway,width,2,2.0,m,normalised,31
highway=footway,width,2.6,2.6,m,normalised,2
highway=footway,width,20,20.0,m,normalised,5
highway=footway,width,25,25.0,m,normalised,1
highway=footway,width,3,3.0,m,normalised,24
highway=footway,width,3.5,3.5,m,normalised,2
highway=footway,width,30,30.0,m,normalised,1
highway=footway,width,4,4.0,m,normalised,8
highway=footway,width,5,5.0,m,normalised,17
highway=footway,width,50,50.0,m,normalised,1
highway=footway,width,6,6.0,m,normalised,8
highway=footway,width,6.5,6.5,m,normalised,1
highway=footway,width,8,8.0,m,normalised,4
highway=footway,width,9,9.0,m,normalised,3
highway=footway,width,visible,,m,unresolved,1
highway=footway|route=hiking,foot,yes,,,retained_text,2
highway=footway|route=hiking,route,hiking,,,retained_text,2
highway=living_street,access,destination,,,retained_text,5
highway=living_street,access,military,,,retained_text,1
highway=living_street,access,no,,,retained_text,2
highway=living_street,access,permissive,,,retained_text,3
highway=living_street,access,private,,,retained_text,162
highway=living_street,access,yes,,,retained_text,2
highway=living_street,bicycle,destination,,,retained_text,1
highway=living_street,bicycle,no,,,retained_text,3
highway=living_street,bicycle,yes,,,retained_text,18
highway=living_street,bridge,yes,,,retained_text,14
highway=living_street,cycleway,no,,,retained_text,1
highway=living_street,foot,yes,,,retained_text,20
highway=living_street,lanes,1,1,lanes,normalised,2
highway=living_street,lanes,2,2,lanes,normalised,40
highway=living_street,layer,-1,,,retained_text,6
highway=living_street,layer,1,,,retained_text,20
highway=living_street,lit,no,,,retained_text,1
highway=living_street,maxspeed,10,10.0,km/h,normalised,1
highway=living_street,maxspeed,20,20.0,km/h,normalised,4
highway=living_street,motor_vehicle,conditional,,,retained_text,1
highway=living_street,motor_vehicle,destination,,,retained_text,1
highway=living_street,motor_vehicle,no,,,retained_text,19
highway=living_street,motor_vehicle,yes,,,retained_text,3
highway=living_street,motorcar,no,,,retained_text,182
highway=living_street,motorcycle,no,,,retained_text,1
highway=living_street,motorcycle,yes,,,retained_text,1
highway=living_street,oneway,no,,,retained_text,13
highway=living_street,service,alley,,,retained_text,1
highway=living_street,sidewalk,no,,,retained_text,2
highway=living_street,smoothness,horrible,,,retained_text,1
highway=living_street,source,Esri Word imagery,,,retained_text,1
highway=living_street,source,GPS,,,retained_text,22
highway=living_street,source,MapWithAI,,,retained_text,1
highway=living_street,source,Yahoo,,,retained_text,6
highway=living_street,source,digitalglobe,,,retained_text,234
highway=living_street,source,digitalglobe;maxar,,,retained_text,1
highway=living_street,source,maxar,,,retained_text,123
highway=living_street,surface,asphalt,,,retained_text,52
highway=living_street,surface,concrete,,,retained_text,8
highway=living_street,surface,fine_gravel,,,retained_text,1
highway=living_street,surface,ground,,,retained_text,1
highway=living_street,surface,paved,,,retained_text,6
highway=living_street,surface,paving_stones,,,retained_text,9
highway=living_street,surface,unpaved,,,retained_text,73
highway=living_street,surface:note,Concrete pavement with patches of asphalt,,,retained_text,1
highway=living_street,width,10,10.0,m,normalised,3
highway=living_street,width,3,3.0,m,normalised,2
highway=living_street,width,5,5.0,m,normalised,7
highway=motorway,access,no,,,retained_text,1
highway=motorway,access,yes,,,retained_text,91
highway=motorway,bicycle,no,,,retained_text,481
highway=motorway,bicycle,yes,,,retained_text,48
highway=motorway,bridge,viaduct,,,retained_text,16
highway=motorway,bridge,yes,,,retained_text,306
highway=motorway,bridge:name,Tiger Valley Cable Stayed Bridge,,,retained_text,2
highway=motorway,bridge:structure,beam,,,retained_text,6
highway=motorway,bridge:structure,cable-stayed,,,retained_text,2
highway=motorway,bus:lanes,designated|yes|yes,,,retained_text,3
highway=motorway,bus:lanes,designated|yes|yes|yes,,,retained_text,14
highway=motorway,bus:lanes,yes|designated|yes|yes,,,retained_text,1
highway=motorway,bus:lanes,yes|designated|yes|yes|yes,,,retained_text,2
highway=motorway,check_date,2023-07-25,,,retained_text,159
highway=motorway,check_date,2023-08-02,,,retained_text,3
highway=motorway,check_date,2024-09-11,,,retained_text,2
highway=motorway,check_date,2025-07-31,,,retained_text,1
highway=motorway,check_date,2025-08-06,,,retained_text,2
highway=motorway,check_date,2025-10-23,,,retained_text,8
highway=motorway,check_date,2026-03-20,,,retained_text,6
highway=motorway,check_date,2026-04-14,,,retained_text,3
highway=motorway,check_date:lit,2025-10-23,,,retained_text,8
highway=motorway,check_date:surface,2025-07-31,,,retained_text,9
highway=motorway,foot,no,,,retained_text,409
highway=motorway,hgv,no,,,retained_text,4
highway=motorway,lane_markings,no,,,retained_text,2
highway=motorway,lane_markings,yes,,,retained_text,112
highway=motorway,lanes,2,2,lanes,normalised,50
highway=motorway,lanes,3,3,lanes,normalised,481
highway=motorway,lanes,4,4,lanes,normalised,33
highway=motorway,lanes,5,5,lanes,normalised,59
highway=motorway,lanes,7,7,lanes,normalised,10
highway=motorway,lanes,8,8,lanes,normalised,6
highway=motorway,lanes:bus,1,,,retained_text,20
highway=motorway,layer,-1,,,retained_text,32
highway=motorway,layer,0,,,retained_text,1
highway=motorway,layer,1,,,retained_text,319
highway=motorway,layer,2,,,retained_text,12
highway=motorway,lit,24/7,,,retained_text,5
highway=motorway,lit,no,,,retained_text,139
highway=motorway,lit,yes,,,retained_text,145
highway=motorway,maxheight,5,,,retained_text,4
highway=motorway,maxheight,5.5,,,retained_text,10
highway=motorway,maxheight,default,,,retained_text,2
highway=motorway,maxheight:signed,no,,,retained_text,4
highway=motorway,maxspeed,100,100.0,km/h,normalised,184
highway=motorway,maxspeed,120,120.0,km/h,normalised,111
highway=motorway,maxspeed,20,20.0,km/h,normalised,1
highway=motorway,maxspeed,30,30.0,km/h,normalised,8
highway=motorway,maxspeed,40,40.0,km/h,normalised,25
highway=motorway,maxspeed,50,50.0,km/h,normalised,9
highway=motorway,maxspeed,60,60.0,km/h,normalised,61
highway=motorway,maxspeed,70,70.0,km/h,normalised,1
highway=motorway,maxspeed,80,80.0,km/h,normalised,129
highway=motorway,maxspeed:bus,100,,,retained_text,91
highway=motorway,maxspeed:hgv,40,,,retained_text,46
highway=motorway,maxspeed:hgv,80,,,retained_text,245
highway=motorway,maxspeed:type,IN:motorway,,,retained_text,1
highway=motorway,maxspeed:type,sign,,,retained_text,42
highway=motorway,maxweight,1,,,retained_text,1
highway=motorway,motor_vehicle,yes,,,retained_text,427
highway=motorway,motorcycle,no,,,retained_text,329
highway=motorway,oneway,no,,,retained_text,1
highway=motorway,oneway,yes,,,retained_text,865
highway=motorway,smoothness,excellent,,,retained_text,13
highway=motorway,source,GPS,,,retained_text,75
highway=motorway,source,Yahoo,,,retained_text,1
highway=motorway,source,gps,,,retained_text,42
highway=motorway,surface,asphalt,,,retained_text,167
highway=motorway,surface,concrete,,,retained_text,246
highway=motorway,toll,yes,,,retained_text,344
highway=motorway,tunnel,yes,,,retained_text,32
highway=motorway,turn:lanes,slight_left|through|through|through,,,retained_text,1
highway=motorway,turn:lanes,slight_left|through|through|through|through,,,retained_text,1
highway=motorway,width,13.5,13.5,m,normalised,13
highway=motorway_link,access,emergency,,,retained_text,1
highway=motorway_link,access,no,,,retained_text,4
highway=motorway_link,access,yes,,,retained_text,9
highway=motorway_link,bicycle,no,,,retained_text,40
highway=motorway_link,bicycle,yes,,,retained_text,30
highway=motorway_link,bridge,yes,,,retained_text,89
highway=motorway_link,bridge:structure,beam,,,retained_text,3
highway=motorway_link,check_date,2025-10-23,,,retained_text,1
highway=motorway_link,check_date,2026-03-20,,,retained_text,2
highway=motorway_link,check_date:lit,2025-10-23,,,retained_text,1
highway=motorway_link,check_date:surface,2025-08-15,,,retained_text,1
highway=motorway_link,foot,no,,,retained_text,33
highway=motorway_link,foot,yes,,,retained_text,1
highway=motorway_link,junction,roundabout,,,retained_text,7
highway=motorway_link,lane_markings,no,,,retained_text,4
highway=motorway_link,lane_markings,yes,,,retained_text,2
highway=motorway_link,lanes,1,1,lanes,normalised,16
highway=motorway_link,lanes,2,2,lanes,normalised,137
highway=motorway_link,lanes,3,3,lanes,normalised,22
highway=motorway_link,lanes,4,4,lanes,normalised,3
highway=motorway_link,lanes,5,5,lanes,normalised,6
highway=motorway_link,layer,-1,,,retained_text,4
highway=motorway_link,layer,0,,,retained_text,4
highway=motorway_link,layer,1,,,retained_text,85
highway=motorway_link,layer,2,,,retained_text,6
highway=motorway_link,layer,3,,,retained_text,2
highway=motorway_link,layer,4,,,retained_text,2
highway=motorway_link,lit,no,,,retained_text,1
highway=motorway_link,lit,yes,,,retained_text,60
highway=motorway_link,maxheight,5.5,,,retained_text,1
highway=motorway_link,maxspeed,100,100.0,km/h,normalised,3
highway=motorway_link,maxspeed,20,20.0,km/h,normalised,1
highway=motorway_link,maxspeed,30,30.0,km/h,normalised,4
highway=motorway_link,maxspeed,40,40.0,km/h,normalised,34
highway=motorway_link,maxspeed,60,60.0,km/h,normalised,5
highway=motorway_link,motor_vehicle,yes,,,retained_text,32
highway=motorway_link,motorcycle,no,,,retained_text,61
highway=motorway_link,motorcycle,yes,,,retained_text,1
highway=motorway_link,oneway,yes,,,retained_text,416
highway=motorway_link,sidewalk,no,,,retained_text,10
highway=motorway_link,source,GPS,,,retained_text,16
highway=motorway_link,source,bing,,,retained_text,1
highway=motorway_link,source,gps,,,retained_text,21
highway=motorway_link,source,maxar,,,retained_text,7
highway=motorway_link,surface,asphalt,,,retained_text,89
highway=motorway_link,surface,concrete,,,retained_text,9
highway=motorway_link,surface,paved,,,retained_text,3
highway=motorway_link,toll,yes,,,retained_text,44
highway=motorway_link,tunnel,passage,,,retained_text,1
highway=motorway_link,tunnel,yes,,,retained_text,3
highway=motorway_link,turn:lanes,slight_left|slight_left|through|through,,,retained_text,1
highway=motorway_link,turn:lanes,slight_right|slight_right,,,retained_text,1
highway=motorway_link,turn:lanes,through|slight_right,,,retained_text,1
highway=path,access,customers,,,retained_text,2
highway=path,access,destination,,,retained_text,3
highway=path,access,military,,,retained_text,3
highway=path,access,no,,,retained_text,28
highway=path,access,permissive,,,retained_text,7
highway=path,access,permit,,,retained_text,1
highway=path,access,private,,,retained_text,198
highway=path,access,unknown,,,retained_text,1
highway=path,access,yes,,,retained_text,17
highway=path,bicycle,designated,,,retained_text,9
highway=path,bicycle,no,,,retained_text,56
highway=path,bicycle,permissive,,,retained_text,4
highway=path,bicycle,private,,,retained_text,1
highway=path,bicycle,yes,,,retained_text,43
highway=path,bridge,boardwalk,,,retained_text,1
highway=path,bridge,movable,,,retained_text,1
highway=path,bridge,yes,,,retained_text,73
highway=path,bridge:movable,no,,,retained_text,1
highway=path,foot,designated,,,retained_text,11
highway=path,foot,permissive,,,retained_text,1
highway=path,foot,permit,,,retained_text,3
highway=path,foot,private,,,retained_text,1
highway=path,foot,yes,,,retained_text,85
highway=path,incline,0%,,,retained_text,2
highway=path,incline,20%,,,retained_text,2
highway=path,incline,30%,,,retained_text,2
highway=path,incline,down,,,retained_text,6
highway=path,incline,up,,,retained_text,26
highway=path,incline,yes,,,retained_text,3
highway=path,lanes,2,2,lanes,normalised,2
highway=path,layer,-1,,,retained_text,38
highway=path,layer,0,,,retained_text,1
highway=path,layer,1,,,retained_text,79
highway=path,lit,no,,,retained_text,9
highway=path,lit,yes,,,retained_text,16
highway=path,motor_vehicle,designated,,,retained_text,3
highway=path,motor_vehicle,no,,,retained_text,50
highway=path,motor_vehicle,permissive,,,retained_text,1
highway=path,motor_vehicle,private,,,retained_text,1
highway=path,motor_vehicle,yes,,,retained_text,13
highway=path,motorcar,no,,,retained_text,9
highway=path,motorcycle,yes,,,retained_text,1
highway=path,oneway,no,,,retained_text,9
highway=path,oneway,yes,,,retained_text,2
highway=path,sidewalk,both,,,retained_text,2
highway=path,sidewalk,no,,,retained_text,1
highway=path,smoothness,excellent,,,retained_text,13
highway=path,smoothness,good,,,retained_text,5
highway=path,smoothness,impassable,,,retained_text,5
highway=path,smoothness,intermediate,,,retained_text,3
highway=path,source,Esri Word imagery,,,retained_text,1
highway=path,source,GPS,,,retained_text,89
highway=path,source,GPS;survey,,,retained_text,1
highway=path,source,Yahoo,,,retained_text,7
highway=path,source,bing,,,retained_text,1
highway=path,source,digitalglobe,,,retained_text,248
highway=path,source,maxar,,,retained_text,182
highway=path,source,उपग्रह छायाचित्र,,,retained_text,1
highway=path,source,उपग्रह छायाचित्रे,,,retained_text,6
highway=path,surface,asphalt,,,retained_text,7
highway=path,surface,cobblestone,,,retained_text,2
highway=path,surface,compacted,,,retained_text,3
highway=path,surface,concrete,,,retained_text,12
highway=path,surface,concrete:plates,,,retained_text,1
highway=path,surface,dirt,,,retained_text,58
highway=path,surface,grass,,,retained_text,2
highway=path,surface,gravel,,,retained_text,5
highway=path,surface,ground,,,retained_text,39
